Date,SBLK_Price_USD
2018-12-01,4.842898368835449
2019-01-01,3.926243782043457
2019-02-01,3.9156458377838135
2019-03-01,3.486461639404297
2019-04-01,4.604461193084717
2019-05-01,4.053409099578857
2019-06-01,5.113123893737793
2019-07-01,5.234992980957031
2019-08-01,5.547607898712158
2019-09-01,5.33566427230835
2019-10-01,5.642982482910156
2019-11-01,5.850447654724121
2019-12-01,6.2869672775268555
2020-01-01,4.311976432800293
2020-02-01,4.643937110900879
2020-03-01,3.0209693908691406
2020-04-01,3.0370383262634277
2020-05-01,2.7263712882995605
2020-06-01,3.5351765155792236
2020-07-01,3.7333614826202393
2020-08-01,3.8029935359954834
2020-09-01,3.6905105113983154
2020-10-01,3.34234881401062
2020-11-01,4.397546291351318
2020-12-01,4.729639053344727
2021-01-01,5.683065891265869
2021-02-01,7.541709899902344
2021-03-01,7.863089561462402
2021-04-01,9.978838920593262
2021-05-01,10.612383842468262
2021-06-01,12.483555793762207
2021-07-01,10.351289749145508
2021-08-01,12.99337387084961
2021-09-01,13.539693832397461
2021-10-01,11.652924537658691
2021-11-01,11.833151817321777
2021-12-01,13.48669147491455
2022-01-01,13.230875968933105
2022-02-01,17.894996643066406
2022-03-01,18.921030044555664
2022-04-01,17.907747268676758
2022-05-01,20.85201072692871
2022-06-01,16.75603675842285
2022-07-01,17.453369140625
2022-08-01,14.008171081542969
2022-09-01,12.524954795837402
2022-10-01,12.481963157653809
2022-11-01,14.647726058959961
2022-12-01,14.632505416870117
2023-01-01,17.288116455078125
2023-02-01,19.116806030273438
2023-03-01,16.472749710083008
2023-04-01,16.46494483947754
2023-05-01,13.36070728302002
2023-06-01,14.067316055297852
2023-07-01,14.36932373046875
2023-08-01,14.291251182556152
2023-09-01,15.664311408996582
2023-10-01,15.168709754943848
2023-11-01,17.272991180419922
2023-12-01,17.44826889038086
2024-01-01,17.84221076965332
2024-02-01,19.590320587158203
2024-03-01,19.951026916503906
2024-04-01,20.327144622802734
2024-05-01,22.634010314941406
2024-06-01,20.964197158813477
2024-07-01,19.381994247436523
2024-08-01,18.991971969604492
2024-09-01,21.053804397583008
2024-10-01,16.983461380004883
2024-11-01,15.392648696899414
2024-12-01,13.776652336120605
2025-01-01,14.163690567016602
2025-02-01,14.40328311920166
2025-03-01,14.424015045166016
2025-04-01,13.66387939453125
2025-05-01,15.304656982421875
2025-06-01,16.039445877075195
2025-07-01,16.978565216064453
2025-08-01,17.386926651000977
2025-09-01,17.33099365234375
2025-10-01,17.545413970947266
2025-11-01,18.552270889282227
2025-12-01,18.014989852905273
