cutoff_date,months_ahead,predicted,actual,error,abs_error,pct_error
2021-12-01,1,29.703552685773307,21.940000534057617,7.76355215171569,7.76355215171569,35.385378134628
2021-12-01,2,29.91710563956556,21.43000030517578,8.487105334389778,8.487105334389778,39.603850739749966
2021-12-01,3,30.130658593357815,24.18000030517578,5.950658288182034,5.950658288182034,24.60983545524721
2022-01-01,1,22.179961238426912,21.43000030517578,0.7499609332511312,0.7499609332511312,3.4995843330436185
2022-01-01,2,22.203631569928614,24.18000030517578,-1.976368735247167,1.976368735247167,8.173567867259791
2022-01-01,3,22.227301901430312,21.479999542236328,0.7473023591939842,0.7473023591939842,3.4790613366846515
2022-02-01,1,21.445875934741522,24.18000030517578,-2.734124370434259,2.734124370434259,11.307379387621488
2022-02-01,2,21.449812909334963,21.479999542236328,-0.030186632901365584,0.030186632901365584,0.140533675720101
2022-02-01,3,21.453749883928406,18.06999969482422,3.3837501891041875,3.3837501891041875,18.725789962649493
2022-03-01,1,24.187566447582423,21.479999542236328,2.707566905346095,2.707566905346095,12.605060349383063
2022-03-01,2,24.257316202425923,18.06999969482422,6.187316507601704,6.187316507601704,34.240822424440516
2022-03-01,3,24.32706595726942,14.65999984741211,9.66706610985731,9.66706610985731,65.94178861170869
2022-04-01,1,21.584873067178542,18.06999969482422,3.514873372354323,3.514873372354323,19.45143016997995
2022-04-01,2,21.593958661214998,14.65999984741211,6.933958813802889,6.933958813802889,47.29849171879031
2022-04-01,3,21.603044255251458,11.25,10.353044255251458,10.353044255251458,92.02706004667962
2022-05-01,1,18.05836673193891,14.65999984741211,3.3983668845268014,3.3983668845268014,23.181220463155093
2022-05-01,2,17.985009158121862,11.25,6.735009158121862,6.735009158121862,59.86674807219433
2022-05-01,3,17.911651584304813,7.840000152587891,10.071651431716923,10.071651431716923,128.46493923080334
2022-06-01,1,14.507386329356605,11.25,3.2573863293566045,3.2573863293566045,28.954545149836484
2022-06-01,2,14.35477276276226,7.840000152587891,6.514772610174369,6.514772610174369,83.09658779820201
2022-06-01,3,14.202159196167916,9.039999961853027,5.162159234314888,5.162159234314888,57.103531594006164
2022-07-01,1,11.025000045388017,7.840000152587891,3.1849998928001266,3.1849998928001266,40.62499784198086
2022-07-01,2,10.800000043315837,9.039999961853027,1.7600000814628096,1.7600000814628096,19.469027531965203
2022-07-01,3,10.575000041243658,7.099999904632568,3.47500013661109,3.47500013661109,48.943664553343744
2022-08-01,1,4.575826930791392,9.039999961853027,-4.464173031061636,4.464173031061636,49.382445242251585
2022-08-01,2,1.1712917536112535,7.099999904632568,-5.928708151021315,5.928708151021315,83.50293282613967
2022-08-01,3,-2.2332434235688847,7.860000133514404,-10.093243557083289,10.093243557083289,128.41276572053118
2022-09-01,1,8.777553673607748,7.099999904632568,1.67755376897518,1.67755376897518,23.627518190255454
2022-09-01,2,8.515107407154613,7.860000133514404,0.6551072736402084,0.6551072736402084,8.334697996338244
2022-09-01,3,8.252661140701477,9.1899995803833,-0.9373384396818238,0.9373384396818238,10.199548231565087
2022-10-01,1,6.802604846765341,7.860000133514404,-1.0573952867490632,1.0573952867490632,13.45286601510877
2022-10-01,2,6.505209764421393,9.1899995803833,-2.684789815961908,2.684789815961908,29.214253955928143
2022-10-01,3,6.207814682077444,9.082499742507935,-2.8746850604304903,2.8746850604304903,31.650813563763545
2022-11-01,1,7.584183743603141,9.1899995803833,-1.6058158367801596,1.6058158367801596,17.47351371166421
2022-11-01,2,7.3083673691267474,9.082499742507935,-1.7741323733811871,1.7741323733811871,19.533525171246513
2022-11-01,3,7.032550994650354,8.974999904632568,-1.9424489099822146,1.9424489099822146,21.642885020863268
2022-12-01,1,8.946299388057172,9.082499742507935,-0.13620035445076262,0.13620035445076262,1.4995910631664258
2022-12-01,2,8.702599219180994,8.974999904632568,-0.2724006854515739,0.2724006854515739,3.0351051626303707
2022-12-01,3,8.458899050304817,8.867500066757202,-0.4086010164523852,0.4086010164523852,4.607849037229367
2023-01-01,1,8.841470500138005,8.974999904632568,-0.1335294044945634,0.1335294044945634,1.4877928235480022
2023-01-01,2,8.600441259757817,8.867500066757202,-0.2670588069993851,0.2670588069993851,3.011658359051438
2023-01-01,3,8.359412019377631,8.760000228881836,-0.40058820950420504,0.40058820950420504,4.572924646548072
2023-02-01,1,8.736538398718602,8.867500066757202,-0.13096166803859965,0.13096166803859965,1.4768724787446394
2023-02-01,2,8.498076894756117,8.760000228881836,-0.26192333412571855,0.26192333412571855,2.9899923205727084
2023-02-01,3,8.259615390793634,5.78000020980835,2.4796151809852844,2.4796151809852844,42.899915068818004
2023-03-01,1,8.631509595147758,8.760000228881836,-0.12849063373407787,0.12849063373407787,1.4667880180007595
2023-03-01,2,8.395519125452973,5.78000020980835,2.615518915644623,2.615518915644623,45.251190669616726
2023-03-01,3,8.159528655758189,5.550000190734863,2.6095284650233257,2.6095284650233257,47.01852928545222
2023-04-01,1,8.526389499226575,5.78000020980835,2.746389289418225,2.746389289418225,47.51538390531111
2023-04-01,2,8.292778771450513,5.550000190734863,2.7427785807156493,2.7427785807156493,49.41943218838852
2023-04-01,3,8.05916804367445,4.949999809265137,3.1091682344093137,3.1091682344093137,62.811481903287024
2023-05-01,1,5.49645483084133,5.550000190734863,-0.05354535989353337,0.05354535989353337,0.9647812261866525
2023-05-01,2,5.212909411694007,4.949999809265137,0.26290960242886996,0.26290960242886996,5.311305304229917
2023-05-01,3,4.929363992546683,4.889999866485596,0.03936412606108686,0.03936412606108686,0.8049923749666182
2023-06-01,1,5.267411199460151,4.949999809265137,0.31741139019501396,0.31741139019501396,6.412351564153615
2023-06-01,2,4.984822208969075,4.889999866485596,0.09482234248347954,0.09482234248347954,1.939107261195645
2023-06-01,3,4.702233218477999,5.489999771118164,-0.7877665526401652,0.7877665526401652,14.349118132653738
2023-07-01,1,4.661842843966426,4.889999866485596,-0.22815702251917003,0.22815702251917003,4.665787908970735
2023-07-01,2,4.373685874020885,5.489999771118164,-1.116313897097279,1.116313897097279,20.33358731579539
2023-07-01,3,4.085528904075345,6.927499771118164,-2.8419708670428188,2.8419708670428188,41.02448157257893
2023-08-01,1,4.605776330799418,5.489999771118164,-0.8842234403187463,0.8842234403187463,16.10607426562158
2023-08-01,2,4.321552798454433,6.927499771118164,-2.605946972663731,2.605946972663731,37.61742416114301
2023-08-01,3,4.037329266109447,8.364999771118164,-4.327670505008717,4.327670505008717,51.735452760571086
2023-09-01,1,5.220762647484548,6.927499771118164,-1.7067371236336157,1.7067371236336157,24.637129989513262
2023-09-01,2,4.951525536803574,8.364999771118164,-3.41347423431459,3.41347423431459,40.8066267509091
2023-09-01,3,4.682288426122599,9.802499771118164,-5.120211344995565,5.120211344995565,52.23373082937095
2023-10-01,1,6.686711384363067,8.364999771118164,-1.6782883867550975,1.6782883867550975,20.06322095249451
2023-10-01,2,6.445923022616415,9.802499771118164,-3.356576748501749,3.356576748501749,34.24204873119693
2023-10-01,3,6.2051346608697635,11.239999771118164,-5.0348651102484006,5.0348651102484006,44.79417449087304
2023-11-01,1,8.151718208099645,9.802499771118164,-1.6507815630185192,1.6507815630185192,16.840414196002737
2023-11-01,2,7.938436669679687,11.239999771118164,-3.301563101438477,3.301563101438477,29.373337799543698
2023-11-01,3,7.725155131259729,15.25,-7.524844868740271,7.524844868740271,49.34324504091981
2023-12-01,1,9.615846497089294,11.239999771118164,-1.6241532740288704,1.6241532740288704,14.449762518698863
2023-12-01,2,9.429193247262193,15.25,-5.820806752737807,5.820806752737807,38.16922460811677
2023-12-01,3,9.242539997435092,13.859999656677246,-4.617459659242154,4.617459659242154,33.31500558167495
2024-01-01,1,11.079126688016778,15.25,-4.170873311983222,4.170873311983222,27.349988931037522
2024-01-01,2,10.918253628733005,13.859999656677246,-2.941746027944241,2.941746027944241,21.224719342088974
2024-01-01,3,10.757380569449234,12.710000038146973,-1.9526194686977387,1.9526194686977387,15.362859660403405
2024-02-01,1,17.105659823350486,13.859999656677246,3.2456601666732396,3.2456601666732396,23.417462100077312
2024-02-01,2,19.547644973331174,12.710000038146973,6.837644935184201,6.837644935184201,53.797363608671404
2024-02-01,3,21.989630123311862,11.9399995803833,10.049630542928561,10.049630542928561,84.16776294899958
2024-03-01,1,13.744384294570853,12.710000038146973,1.0343842564238805,1.0343842564238805,8.138349750742302
2024-03-01,2,13.628768913474644,11.9399995803833,1.6887693330913436,1.6887693330913436,14.14379725662545
2024-03-01,3,13.513153532378437,12.239999771118164,1.2731537612602732,1.2731537612602732,10.401583211336666
2024-04-01,1,12.578712069192887,11.9399995803833,0.6387124888095865,0.6387124888095865,5.349351015547376
2024-04-01,2,12.447424085058813,12.239999771118164,0.20742431394064909,0.20742431394064909,1.6946431194393738
2024-04-01,3,12.31613610092474,10.720000267028809,1.5961358338959322,1.5961358338959322,14.889326437846467
2024-05-01,1,11.79917863362329,12.239999771118164,-0.44082113749487384,0.44082113749487384,3.6014799488399287
